id,name,address,type,typecode,pcode,pname,citycode,cityname,adcode,adname,business_area,location,tel,bigType,midType,smallType,gcj_lng,gcj_lat,wgs84_loc,wgs84Lng,wgs84Lat,geometry,function_type
B0FFGDWP57,蓝天小区(政本路),黄兴路2053号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.51597,31.296135",[],商务住宅,住宅区,住宅小区,121.51597,31.296135,"121.51159,31.298173",121.51159,31.298173,POINT (121.51159 31.298173),居住
B00155KFIF,建信小区(打虎山路),打虎山路17-5号附近,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.5088,31.270767",[],商务住宅,住宅区,住宅小区,121.5088,31.270767,"121.504397,31.272794",121.504397,31.272794,POINT (121.504397 31.272794),居住
B0FFHEL1U9,密云小区东区,大连西路30弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.497138,31.278883",[],商务住宅,住宅区,住宅小区,121.497138,31.278883,"121.492692,31.280872",121.492692,31.280872,POINT (121.492692 31.280872),居住
B00155KTT2,抚顺路363弄小区,抚顺路363弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511154,31.277943",[],商务住宅,住宅区,住宅小区,121.511154,31.277943,"121.506759,31.279974",121.506759,31.279974,POINT (121.506759 31.279974),居住
B00154DVE2,江浦路1275弄小区,江浦路1275弄1-23号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.519151,31.270547",[],商务住宅,住宅区,住宅小区,121.519151,31.270547,"121.514785,31.272605",121.514785,31.272605,POINT (121.514785 31.272605),居住
B00155R069,大连路1188弄小区,大连路1188弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506927,31.267868",[],商务住宅,住宅区,住宅小区,121.506927,31.267868,"121.502518,31.269891",121.502518,31.269891,POINT (121.502518 31.269891),居住
B00155KFXZ,国权路336弄小区,国权路336弄1-12号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508174,31.290905",[],商务住宅,住宅区,住宅小区,121.508174,31.290905,"121.503767,31.292922",121.503767,31.292922,POINT (121.503767 31.292922),居住
B00155KUIC,本溪路165弄小区,本溪路165弄1-10号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514974,31.275577",[],商务住宅,住宅区,住宅小区,121.514974,31.275577,"121.510593,31.277621",121.510593,31.277621,POINT (121.510593 31.277621),居住
B00155KFRE,国定路288弄小区,国定路288弄1-26号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511156,31.295581",[],商务住宅,住宅区,住宅小区,121.511156,31.295581,"121.506759,31.297605",121.506759,31.297605,POINT (121.506759 31.297605),居住
B00155KTS4,国顺路120弄小区,国顺路120附近,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516181,31.291119",[],商务住宅,住宅区,住宅小区,121.516181,31.291119,"121.511803,31.29316",121.511803,31.29316,POINT (121.511803 31.29316),居住
B00155KG4N,彰武路120弄小区,彰武路120弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513112,31.283166",[],商务住宅,住宅区,住宅小区,121.513112,31.283166,"121.508723,31.285201",121.508723,31.285201,POINT (121.508723 31.285201),居住
B00155KFXS,国顺路375弄小区,四平路,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510705,31.291714",[],商务住宅,住宅区,住宅小区,121.510705,31.291714,"121.506307,31.293738",121.506307,31.293738,POINT (121.506307 31.293738),居住
B00155KEBS,辽源三村小区,许昌路1487弄之1-4号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511359,31.271209",[],商务住宅,住宅区,住宅小区,121.511359,31.271209,"121.506965,31.273244",121.506965,31.273244,POINT (121.506965 31.273244),居住
B00155FOZR,国定路140弄小区,国定路140弄1-3号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514942,31.294786",[],商务住宅,住宅区,住宅小区,121.514942,31.294786,"121.510559,31.296822",121.510559,31.296822,POINT (121.510559 31.296822),居住
B00155KF8Y,飞虹路723弄小区,飞虹路723弄1-11号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513555,31.266991",[],商务住宅,住宅区,住宅小区,121.513555,31.266991,"121.509169,31.269034",121.509169,31.269034,POINT (121.509169 31.269034),居住
B0HDH7E2XS,飞虹路755弄小区,飞虹路755弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513433,31.267173",[],商务住宅,住宅区,住宅小区,121.513433,31.267173,"121.509047,31.269216",121.509047,31.269216,POINT (121.509047 31.269216),居住
B0FFGFILWT,鞍山路310弄小区,阜新路与鞍山路交叉口东北约80米,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508870,31.279994",[],商务住宅,住宅区,住宅小区,121.50887,31.279994,"121.504467,31.282018",121.504467,31.282018,POINT (121.504467 31.282018),居住
B0FFGFI3KA,许昌路1350弄小区,许昌路与飞虹路交叉口北约40米,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515765,31.269076",[],商务住宅,商务住宅相关,商务住宅相关,121.515765,31.269076,"121.511387,31.271125",121.511387,31.271125,POINT (121.511387 31.271125),居住
B0FFGFIHE5,国顺路389弄小区,国顺路与政熙路交叉口东南约60米,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509401,31.292480",[],商务住宅,商务住宅相关,商务住宅相关,121.509401,31.29248,"121.504998,31.2945",121.504998,31.2945,POINT (121.504998 31.2945),居住
B0FFH10WIM,本溪路149弄小区,本溪路与铁岭路交叉口东约80米,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516289,31.276096",[],商务住宅,住宅区,住宅小区,121.516289,31.276096,"121.511912,31.278143",121.511912,31.278143,POINT (121.511912 31.278143),居住
B0FFGNNOT9,锦西路150弄小区,锦西路与打虎山路交叉口东约40米,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507965,31.273484",[],商务住宅,商务住宅相关,商务住宅相关,121.507965,31.273484,"121.503559,31.275508",121.503559,31.275508,POINT (121.503559 31.275508),居住
B00155L2P8,国年路99弄小区,国年路99弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508413,31.291708",[],商务住宅,住宅区,住宅小区,121.508413,31.291708,"121.504007,31.293726",121.504007,31.293726,POINT (121.504007 31.293726),居住
B0FFFWV8ZD,双辽路155弄小区,双辽路155弄(近周家嘴路),商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518114,31.270491",[],商务住宅,住宅区,住宅小区,121.518114,31.270491,"121.513744,31.272546",121.513744,31.272546,POINT (121.513744 31.272546),居住
B00155IKPY,国权路230弄小区,国权路230弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511942,31.289462",[],商务住宅,住宅区,住宅小区,121.511942,31.289462,"121.507549,31.291491",121.507549,31.291491,POINT (121.507549 31.291491),居住
B00155KFS8,控江路2026弄小区,控江路2026弄9-32号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510096,31.27394",[],商务住宅,住宅区,住宅小区,121.510096,31.27394,"121.505697,31.27597",121.505697,31.27597,POINT (121.505697 31.27597),居住
B0FFF3AU0G,四平路949弄小区,四平路943附近,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501612,31.275503",[],商务住宅,住宅区,住宅小区,121.501612,31.275503,"121.497183,31.277507",121.497183,31.277507,POINT (121.497183 31.277507),居住
B00156NY35,江浦路1315弄小区,江浦路1315弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.519099,31.271166",[],商务住宅,住宅区,住宅小区,121.519099,31.271166,"121.514732,31.273223",121.514732,31.273223,POINT (121.514732 31.273223),居住
B00155HI6H,国泰路60弄小区,国泰路60弄之1-8号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507783,31.289047",[],商务住宅,住宅区,住宅小区,121.507783,31.289047,"121.503375,31.291064",121.503375,31.291064,POINT (121.503375 31.291064),居住
B00155KG3W,江浦路1709弄小区,江浦路1709弄1-5号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.517266,31.278224",[],商务住宅,住宅区,住宅小区,121.517266,31.278224,"121.512892,31.280273",121.512892,31.280273,POINT (121.512892 31.280273),居住
B00155KFXT,政熙路68弄小区,政熙路68弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507075,31.289711",[],商务住宅,住宅区,住宅小区,121.507075,31.289711,"121.502664,31.291725",121.502664,31.291725,POINT (121.502664 31.291725),居住
B00155KQ50,铁岭路10弄小区,铁岭路10弄1-17号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515683,31.277313",[],商务住宅,住宅区,住宅小区,121.515683,31.277313,"121.511304,31.279358",121.511304,31.279358,POINT (121.511304 31.279358),居住
B00155L37G,大连西路40弄小区,大连西路40弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.497085,31.276666",[],商务住宅,住宅区,住宅小区,121.497085,31.276666,"121.492639,31.278656",121.492639,31.278656,POINT (121.492639 31.278656),居住
B00156COCS,鞍山七村小区,打虎山路110号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503476,31.274251",[],商务住宅,住宅区,住宅小区,121.503476,31.274251,"121.499054,31.276261",121.499054,31.276261,POINT (121.499054 31.276261),居住
B00155KFHV,打虎山路6弄小区,打虎山路6弄1-12号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511568,31.269156",[],商务住宅,住宅区,住宅小区,121.511568,31.269156,"121.507175,31.271192",121.507175,31.271192,POINT (121.507175 31.271192),居住
B00155KFYR,打虎山路118弄小区,打虎山路118弄之1-4号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507559,31.273748",[],商务住宅,住宅区,住宅小区,121.507559,31.273748,"121.503151,31.27577",121.503151,31.27577,POINT (121.503151 31.27577),居住
B00155KGB3,鞍山四村第二小区,阜新路182弄-184弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508415,31.278006",[],商务住宅,住宅区,住宅小区,121.508415,31.278006,"121.50401,31.280029",121.50401,31.280029,POINT (121.50401 31.280029),居住
B00154DOZ3,鞍山四村第三小区,阜新路180弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507797,31.275515",[],商务住宅,住宅区,住宅小区,121.507797,31.275515,"121.50339,31.277537",121.50339,31.277537,POINT (121.50339 31.277537),居住
B00155KVX3,鞍山四村第一小区,抚顺路393弄之1-20号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510036,31.27659",[],商务住宅,住宅区,住宅小区,121.510036,31.27659,"121.505637,31.278619",121.505637,31.278619,POINT (121.505637 31.278619),居住
B00155L4LA,四平路街道鞍山一村第三小区,本溪路141弄之1号-22号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.517175,31.275912",[],商务住宅,住宅区,住宅小区,121.517175,31.275912,"121.512801,31.277962",121.512801,31.277962,POINT (121.512801 31.277962),居住
B00155L3DP,鞍山五村,四平路1020弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.50514,31.276441",[],商务住宅,住宅区,住宅小区,121.50514,31.276441,"121.500723,31.278455",121.500723,31.278455,POINT (121.500723 31.278455),居住
B00155KFNK,鞍山一村,锦西路48号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513176,31.276691",[],商务住宅,住宅区,住宅小区,121.513176,31.276691,"121.508788,31.278729",121.508788,31.278729,POINT (121.508788 31.278729),居住
B00152B517,鼎盛公寓(中山北二路),中山北二路1021弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506052,31.286371",[],商务住宅,住宅区,住宅小区,121.506052,31.286371,"121.501638,31.288384",121.501638,31.288384,POINT (121.501638 31.288384),居住
B0FFIB5DXS,出国金融中心,许昌路1568附近,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512602,31.272488",[],商务住宅,商务住宅相关,商务住宅相关,121.512602,31.272488,"121.508213,31.274526",121.508213,31.274526,POINT (121.508213 31.274526),居住
B0015747SZ,上海同济书香日租公寓,赤峰路59弄近四平路(同济大学本部南校门对面),商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502057,31.279567",13512187235,商务住宅,商务住宅相关,商务住宅相关,121.502057,31.279567,"121.497629,31.28157",121.497629,31.28157,POINT (121.497629 31.28157),居住
B00155KEDH,辽源四村小区,控江路1959-1967号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510554,31.272293",[],商务住宅,住宅区,住宅小区,121.510554,31.272293,"121.506157,31.274325",121.506157,31.274325,POINT (121.506157 31.274325),居住
B00155KG98,鞍山六村,打虎山路110号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504457,31.275063",[],商务住宅,住宅区,住宅小区,121.504457,31.275063,"121.500038,31.277076",121.500038,31.277076,POINT (121.500038 31.277076),居住
B0FFIHN230,江浦路1515号国际青年公寓,杨浦区江浦路1515号,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.517840,31.275696",021-65670231,商务住宅,商务住宅相关,商务住宅相关,121.51784,31.275696,"121.513469,31.277748",121.513469,31.277748,POINT (121.513469 31.277748),居住
B0FFF4WKDU,鞍山四村,杨浦抚顺路373弄、阜新路180弄、鞍山四村1-115号、锦西路171-177单号,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506757,31.276591",[],商务住宅,商务住宅相关,商务住宅相关,121.506757,31.276591,"121.502346,31.27861",121.502346,31.27861,POINT (121.502346 31.27861),居住
B00155L2L3,海鹏公寓,黄兴路2019弄3号楼,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.51726,31.294559",[],商务住宅,住宅区,住宅小区,121.51726,31.294559,"121.512885,31.296601",121.512885,31.296601,POINT (121.512885 31.296601),居住
B0FFKGWG4U,辽源公寓,辽源西路与大连路交叉口东约100米,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507584,31.268650",[],商务住宅,商务住宅相关,商务住宅相关,121.507584,31.26865,"121.503177,31.270675",121.503177,31.270675,POINT (121.503177 31.270675),居住
B0FFJMG9E4,国金公馆,大连路373号附近,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504382,31.272580",[],商务住宅,商务住宅相关,商务住宅相关,121.504382,31.27258,"121.499963,31.274593",121.499963,31.274593,POINT (121.499963 31.274593),居住
B0FFJ0NBSR,铁路新村杨浦,政修路与国达路交叉口东南约80米,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509614,31.294315",[],商务住宅,商务住宅相关,商务住宅相关,121.509614,31.294315,"121.505212,31.296335",121.505212,31.296335,POINT (121.505212 31.296335),居住
B0FFHO1QQL,宝钢又一村南区,周家嘴路1683弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.51269,31.265729",[],商务住宅,住宅区,住宅小区,121.51269,31.265729,"121.508301,31.26777",121.508301,31.26777,POINT (121.508301 31.26777),居住
B0FFGTHY5U,中远物业国年小区,国年路65弄之15-17号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509293,31.291328",[],商务住宅,住宅区,住宅小区,121.509293,31.291328,"121.50489,31.293348",121.50489,31.293348,POINT (121.50489 31.293348),居住
B0FFGFJXV8,国权路320弄,国权路与政化路交叉口西北约60米,商务住宅;住宅区;住宅区,120300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508983,31.290372",[],商务住宅,住宅区,住宅区,121.508983,31.290372,"121.504579,31.292392",121.504579,31.292392,POINT (121.504579 31.292392),居住
B0FFGFHUMR,双辽支路70弄小区,双辽支路与双辽路交叉口西约120米,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516918,31.271006",[],商务住宅,商务住宅相关,商务住宅相关,121.516918,31.271006,"121.512544,31.273057",121.512544,31.273057,POINT (121.512544 31.273057),居住
B0FFGCBVXG,辽源一村,打虎山路11-4号附近,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509505,31.270624",[],商务住宅,住宅区,住宅小区,121.509505,31.270624,"121.505105,31.272653",121.505105,31.272653,POINT (121.505105 31.272653),居住
B0FFGBC09W,飞虹路760弄小区,飞虹路与通北路交叉口北约80米,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512946,31.267734",[],商务住宅,住宅区,住宅小区,121.512946,31.267734,"121.508558,31.269775",121.508558,31.269775,POINT (121.508558 31.269775),居住
B0FFGBBPU8,江浦路1285弄小区,江浦路1283-3号附近,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.51952,31.2709",[],商务住宅,住宅区,住宅小区,121.51952,31.2709,"121.515155,31.272959",121.515155,31.272959,POINT (121.515155 31.272959),居住
B0FFFRFK4P,国顺路131弄小区,国顺路与政本路交叉口西南约160米,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.51411,31.289571",[],商务住宅,住宅区,住宅小区,121.51411,31.289571,"121.509724,31.291606",121.509724,31.291606,POINT (121.509724 31.291606),居住
B0FFF5C7G5,海上国际,控江路2028号,商务住宅;住宅区;住宅区,120300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509301,31.273471",[],商务住宅,住宅区,住宅区,121.509301,31.273471,"121.5049,31.275499",121.5049,31.275499,POINT (121.5049 31.275499),居住
B00157HZZZ,姚家桥小区,飞虹路1047弄2-48号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.5153,31.2681",[],商务住宅,住宅区,住宅小区,121.5153,31.2681,"121.51092,31.270148",121.51092,31.270148,POINT (121.51092 31.270148),居住
B00157HZQG,石油大楼,控江路1732-1734号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513866,31.274152",[],商务住宅,住宅区,住宅小区,121.513866,31.274152,"121.509481,31.276193",121.509481,31.276193,POINT (121.509481 31.276193),居住
B00156NXAC,上海市血液中心杨浦分中心,江浦路1379号,商务住宅;商务住宅相关;商务住宅相关,120000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518937,31.273115",[],商务住宅,商务住宅相关,商务住宅相关,121.518937,31.273115,"121.51457,31.275171",121.51457,31.275171,POINT (121.51457 31.275171),居住
B00156DDNI,同济新村,彰武路600号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509834,31.283388",[],商务住宅,住宅区,住宅小区,121.509834,31.283388,"121.505434,31.285413",121.505434,31.285413,POINT (121.505434 31.285413),居住
B00156CMCR,申安公寓,鞍山路160弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511294,31.277281",[],商务住宅,住宅区,住宅小区,121.511294,31.277281,"121.506899,31.279313",121.506899,31.279313,POINT (121.506899 31.279313),居住
B00155LRLB,君欣豪庭,许昌路1588弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514011,31.272784",[],商务住宅,住宅区,住宅小区,121.514011,31.272784,"121.509626,31.274826",121.509626,31.274826,POINT (121.509626 31.274826),居住
B00155L4T4,茶园坊,黄兴路1717弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.519354,31.289513",[],商务住宅,住宅区,住宅小区,121.519354,31.289513,"121.514987,31.291563",121.514987,31.291563,POINT (121.514987 31.291563),居住
B00155L3FY,通华大楼,四平路1230号甲,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505176,31.278466",[],商务住宅,住宅区,住宅小区,121.505176,31.278466,"121.500759,31.280479",121.500759,31.280479,POINT (121.500759 31.280479),居住
B00155L3DL,九州公寓,本溪路149弄1-17号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516273,31.276042",[],商务住宅,住宅区,住宅小区,121.516273,31.276042,"121.511896,31.278089",121.511896,31.278089,POINT (121.511896 31.278089),居住
B00155L3DK,公交新村(阜新路),阜新路177-187号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506205,31.277733",[],商务住宅,住宅区,住宅小区,121.506205,31.277733,"121.501792,31.27975",121.501792,31.27975,POINT (121.501792 31.27975),居住
B00155L3DH,华元豪庭,本溪路168弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514415,31.276335",[],商务住宅,住宅区,住宅小区,121.514415,31.276335,"121.510032,31.278377",121.510032,31.278377,POINT (121.510032 31.278377),居住
B00155L2QM,中通公寓,国权后路21号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.50454,31.289378",[],商务住宅,住宅区,住宅小区,121.50454,31.289378,"121.50012,31.291385",121.50012,31.291385,POINT (121.50012 31.291385),居住
B00155L2QK,复旦书馨公寓,国权后路19号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505008,31.289164",[],商务住宅,住宅区,住宅小区,121.505008,31.289164,"121.50059,31.291172",121.50059,31.291172,POINT (121.50059 31.291172),居住
B00155L2P6,国年路25弄小区,四平路1961-1号附近,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510316,31.29093",[],商务住宅,住宅区,住宅小区,121.510316,31.29093,"121.505917,31.292954",121.505917,31.292954,POINT (121.505917 31.292954),居住
B00155L2OG,黄兴公寓,黄兴路国权路1669弄11号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.520317,31.288115",[],商务住宅,住宅区,住宅小区,121.520317,31.288115,"121.515953,31.290169",121.515953,31.290169,POINT (121.515953 31.290169),居住
B00155L2OF,黄兴雅苑,国科路29弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.519646,31.286495",[],商务住宅,住宅区,住宅小区,121.519646,31.286495,"121.51528,31.288547",121.51528,31.288547,POINT (121.51528 31.288547),居住
B00155L2NS,雪城公寓,许昌路1440弄之1-4号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515319,31.269961",[],商务住宅,住宅区,住宅小区,121.515319,31.269961,"121.510939,31.272008",121.510939,31.272008,POINT (121.510939 31.272008),居住
