id,name,address,type,typecode,pcode,pname,citycode,cityname,adcode,adname,business_area,location,tel,bigType,midType,smallType,gcj_lng,gcj_lat,wgs84_loc,wgs84Lng,wgs84Lat,geometry,function_type
B0I6ZH7DMZ,上海五角场智选假日酒店地下停车点(出入口),国顺路与黄兴路交叉口西约100米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518415,31.291203",[],交通设施服务,停车场,停车场出入口,121.518415,31.291203,"121.514044,31.29325",121.514044,31.29325,POINT (121.514044 31.29325),交通设施
B0HKOSIFWH,同济君禧大酒店地下停车场(出入口),彰武路与阜新路交叉口西约100米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508141,31.281040",[],交通设施服务,停车场,停车场出入口,121.508141,31.28104,"121.503735,31.283061",121.503735,31.283061,POINT (121.503735 31.283061),交通设施
B0FFIL0NM9,海泰大酒店地下停车库,四平路1128号,交通设施服务;停车场;停车场相关,150900,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505181,31.278046",[],交通设施服务,停车场,停车场相关,121.505181,31.278046,"121.500764,31.280059",121.500764,31.280059,POINT (121.500764 31.280059),交通设施
B0H2N5G7FQ,上海复旦皇冠假日酒店地下停车场(出入口)(建设中),国权路579号上海复旦皇冠假日酒店,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502706,31.294992",[],交通设施服务,停车场,停车场出入口,121.502706,31.294992,"121.498279,31.296991",121.498279,31.296991,POINT (121.498279 31.296991),交通设施
B0HGRDOQKO,国中公寓北停车场,阜新路20弄1-2号国中酒店公寓,交通设施服务;停车场;公共停车场,150904,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504660,31.273450",[],交通设施服务,停车场,公共停车场,121.50466,31.27345,"121.500242,31.275464",121.500242,31.275464,POINT (121.500242 31.275464),交通设施
B0HGRDN0X5,国中公寓北停车场(出入口),阜新路20弄1-2号国中酒店公寓国中公寓地上停车场,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504537,31.273339",[],交通设施服务,停车场,停车场出入口,121.504537,31.273339,"121.500119,31.275353",121.500119,31.275353,POINT (121.500119 31.275353),交通设施
B0FFGDF7TA,停车场(出入口),国顺路138号附近,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513859,31.290969",[],交通设施服务,停车场,停车场出入口,121.513859,31.290969,"121.509472,31.293003",121.509472,31.293003,POINT (121.509472 31.293003),交通设施
B0FFIGIRE0,10号线同济大学站(1号口),同一路与彰武路交叉口西北50米,交通设施服务;交通服务相关;交通服务相关,150000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507149,31.282301",[],交通设施服务,交通服务相关,交通服务相关,121.507149,31.282301,"121.502739,31.284319",121.502739,31.284319,POINT (121.502739 31.284319),交通设施
BV11639103,抚顺路(地铁站),18号线,交通设施服务;地铁站;地铁站,150500,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515793,31.283664",[],交通设施服务,地铁站,地铁站,121.515793,31.283664,"121.511414,31.285707",121.511414,31.285707,POINT (121.511414 31.285707),交通设施
BV10902751,国康路四平路(公交站),北安跨线,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502830,31.286528",[],交通设施服务,公交车站,公交车站相关,121.50283,31.286528,"121.498404,31.288531",121.498404,31.288531,POINT (121.498404 31.288531),交通设施
BV10030782,锦西路打虎山路(公交站),713路;871路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509379,31.274614",[],交通设施服务,公交车站,公交车站相关,121.509379,31.274614,"121.504978,31.276641",121.504978,31.276641,POINT (121.504978 31.276641),交通设施
BV10385877,江浦路控江路(公交站),(停运)716路;310路;554路;70路;843路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518906,31.273693",[],交通设施服务,公交车站,公交车站相关,121.518906,31.273693,"121.514539,31.275749",121.514539,31.275749,POINT (121.514539 31.275749),交通设施
BV10030771,辽源西路大连路(公交站),103路;14路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507157,31.268533",[],交通设施服务,公交车站,公交车站相关,121.507157,31.268533,"121.502748,31.270556",121.502748,31.270556,POINT (121.502748 31.270556),交通设施
BV10030517,中山北二路四平路(公交站),723路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512522,31.284492",[],交通设施服务,公交车站,公交车站相关,121.512522,31.284492,"121.508131,31.286525",121.508131,31.286525,POINT (121.508131 31.286525),交通设施
BV10030502,江浦路中山北二路(公交站),(停运)716路;14路;843路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515808,31.283455",[],交通设施服务,公交车站,公交车站相关,121.515808,31.283455,"121.511429,31.285498",121.511429,31.285498,POINT (121.511429 31.285498),交通设施
BV10025420,江浦路延吉西路(公交站),(停运)716路;115路;14路;310路;554路;80路;843路;874路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516936,31.280239",[],交通设施服务,公交车站,公交车站相关,121.516936,31.280239,"121.512561,31.282286",121.512561,31.282286,POINT (121.512561 31.282286),交通设施
BV10024698,四平路赤峰路(公交站),115路;142路;147路;307路;310路;325路;554路;55路;61路;937路;960路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503880,31.277357",[],交通设施服务,公交车站,公交车站相关,121.50388,31.277357,"121.499459,31.279367",121.499459,31.279367,POINT (121.499459 31.279367),交通设施
BV10030516,中山北二路密云路(公交站),723路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501845,31.287522",[],交通设施服务,公交车站,公交车站相关,121.501845,31.287522,"121.497416,31.289522",121.497416,31.289522,POINT (121.497416 31.289522),交通设施
BV10030897,鞍山路锦西路(公交站),843路;960路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510925,31.277292",[],交通设施服务,公交车站,公交车站相关,121.510925,31.277292,"121.506529,31.279323",121.506529,31.279323,POINT (121.506529 31.279323),交通设施
BV10030770,打虎山路控江路(公交站),103路;14路,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509392,31.271524",[],交通设施服务,公交车站,公交车站相关,121.509392,31.271524,"121.504991,31.273553",121.504991,31.273553,POINT (121.504991 31.273553),交通设施
B0HB6SKMQL,苏宁生活广场地下停车场(出口),邯郸路589-591号附近,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513820,31.299164",[],交通设施服务,停车场,停车场出口,121.51382,31.299164,"121.509433,31.301195",121.509433,31.301195,POINT (121.509433 31.301195),交通设施
B0HGRDOQKP,国中公寓地下停车场(出口),阜新路与大连路交叉口东约80米,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504661,31.273104",[],交通设施服务,停车场,停车场出口,121.504661,31.273104,"121.500243,31.275118",121.500243,31.275118,POINT (121.500243 31.275118),交通设施
B0H6YUBED6,上海中天大厦地下停车场(出口),四平路与赤峰路交叉口西南200米,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503009,31.277982",[],交通设施服务,停车场,停车场出口,121.503009,31.277982,"121.498585,31.279989",121.498585,31.279989,POINT (121.498585 31.279989),交通设施
B0HBM5LXUU,财富国际广场地下停车场(出口),国权路39号绿色米兰广场B2,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518909,31.287964",[],交通设施服务,停车场,停车场出口,121.518909,31.287964,"121.51454,31.290014",121.51454,31.290014,POINT (121.51454 31.290014),交通设施
B0HD951IKN,新金博大厦地下停车场(出口),邯郸路与国宾路交叉口西南约200米,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511647,31.298346",[],交通设施服务,停车场,停车场出口,121.511647,31.298346,"121.507252,31.30037",121.507252,31.30037,POINT (121.507252 31.30037),交通设施
B0HGZS39BX,莱克大厦停车场(出口),大连路与阜新路交叉口西北约80米,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503205,31.273563",[],交通设施服务,停车场,停车场出口,121.503205,31.273563,"121.498782,31.275572",121.498782,31.275572,POINT (121.498782 31.275572),交通设施
B0H6RU7X1I,九隆坊停车场(出口),国顺路与黄兴路交叉口西南约100米,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518427,31.291146",[],交通设施服务,停车场,停车场出口,121.518427,31.291146,"121.514056,31.293193",121.514056,31.293193,POINT (121.514056 31.293193),交通设施
B0H1GSSWSE,同济大厦A楼地下停车场(出口),同一路与济一路交叉口西北约60米,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507310,31.282988",[],交通设施服务,停车场,停车场出口,121.50731,31.282988,"121.502901,31.285006",121.502901,31.285006,POINT (121.502901 31.285006),交通设施
B0FFFPY12D,鞍山六村社区停车场(出口),四平路980弄1-36号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502652,31.274243",[],交通设施服务,停车场,停车场出入口,121.502652,31.274243,"121.498227,31.27625",121.498227,31.27625,POINT (121.498227 31.27625),交通设施
B0HDSA5BRL,怡富商务广场停车场(出口),国顺路与黄兴路交叉口西南约100米,交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518426,31.291152",[],交通设施服务,停车场,停车场出口,121.518426,31.291152,"121.514055,31.293199",121.514055,31.293199,POINT (121.514055 31.293199),交通设施
B0FFGYM6TB,停车场(入口),四平路莱克大厦北100米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503264,31.274651",[],交通设施服务,停车场,停车场出入口,121.503264,31.274651,"121.498841,31.27666",121.498841,31.27666,POINT (121.498841 31.27666),交通设施
B0HGY7WNM4,同济科技大厦停车场(出口),[],交通设施服务;停车场;停车场出口,150908,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503517,31.287054",[],交通设施服务,停车场,停车场出口,121.503517,31.287054,"121.499094,31.289059",121.499094,31.289059,POINT (121.499094 31.289059),交通设施
B0FFHWT87Z,恒联新天地花园地上停车场(出口),江浦路2089弄,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516081,31.281764",[],交通设施服务,停车场,停车场出入口,121.516081,31.281764,"121.511703,31.283808",121.511703,31.283808,POINT (121.511703 31.283808),交通设施
BV10640371,国康路中山北二路(公交站),五角场定班车,交通设施服务;公交车站;公交车站相关,150700,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501511,31.286749",[],交通设施服务,公交车站,公交车站相关,121.501511,31.286749,"121.49708,31.288748",121.49708,31.288748,POINT (121.49708 31.288748),交通设施
B0FFGCI8I5,停车场,黄兴路2073附近,交通设施服务;停车场;公共停车场,150904,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516072,31.297375",[],交通设施服务,停车场,公共停车场,121.516072,31.297375,"121.511693,31.299413",121.511693,31.299413,POINT (121.511693 31.299413),交通设施
BV10024697,同济大学(地铁站),10号线,交通设施服务;地铁站;地铁站,150500,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506357,31.282086",[],交通设施服务,地铁站,地铁站,121.506357,31.282086,"121.501944,31.284101",121.501944,31.284101,POINT (121.501944 31.284101),交通设施
B0GKMZQBD2,金岛大厦地下停车场(出入口),四平路2500号UMAX悠迈生活广场B2,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515463,31.298554",[],交通设施服务,停车场,停车场出入口,121.515463,31.298554,"121.511081,31.30059",121.511081,31.30059,POINT (121.511081 31.30059),交通设施
B0HG05ZMZH,富庆国定大厦地下停车场(出入口),四平路2150号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514032,31.294607",[],交通设施服务,停车场,停车场出入口,121.514032,31.294607,"121.509646,31.29664",121.509646,31.29664,POINT (121.509646 31.29664),交通设施
B0HDHAFFL0,怡富商务广场地下停车场(出入口),黄兴路1737号九隆坊B2室,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518518,31.291156",[],交通设施服务,停车场,停车场出入口,121.518518,31.291156,"121.514148,31.293203",121.514148,31.293203,POINT (121.514148 31.293203),交通设施
B0HDPULVE4,蓝天大厦地下停车场(出入口),黄兴路辅路与黄兴路交叉口西北约140米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516013,31.297447",[],交通设施服务,停车场,停车场出入口,121.516013,31.297447,"121.511633,31.299485",121.511633,31.299485,POINT (121.511633 31.299485),交通设施
B0HGCCJ6AP,远洋广场停车场(出入口),四平路1188号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504600,31.278422",[],交通设施服务,停车场,停车场出入口,121.5046,31.278422,"121.500181,31.280434",121.500181,31.280434,POINT (121.500181 31.280434),交通设施
B0GK7R3JTH,三号湾广场地下停车场(出入口）,国达路与政肃路交叉口西北约120米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508299,31.296522",[],交通设施服务,停车场,停车场出入口,121.508299,31.296522,"121.503892,31.298537",121.503892,31.298537,POINT (121.503892 31.298537),交通设施
B0HAJU5XSR,市政设计大厦地下停车场(出入口),国康路与四平路辅路交叉口西北约100米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506778,31.285392",[],交通设施服务,停车场,停车场出入口,121.506778,31.285392,"121.502367,31.287407",121.502367,31.287407,POINT (121.502367 31.287407),交通设施
B0HGOZUA9S,贵人大厦停车场(出入口),控江路与大连路交叉口东北约80米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507234,31.270944",[],交通设施服务,停车场,停车场出入口,121.507234,31.270944,"121.502825,31.272967",121.502825,31.272967,POINT (121.502825 31.272967),交通设施
B0HDFLHBED,国中大厦停车场(出入口),阜新路与大连路交叉口东北约80米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504527,31.273324",[],交通设施服务,停车场,停车场出入口,121.504527,31.273324,"121.500108,31.275337",121.500108,31.275337,POINT (121.500108 31.275337),交通设施
B0HG5UA1JP,上海国际设计中心地下停车场(出入口),中山北二路与国康路交叉口东约200米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503178,31.287077",[],交通设施服务,停车场,停车场出入口,121.503178,31.287077,"121.498753,31.289081",121.498753,31.289081,POINT (121.498753 31.289081),交通设施
B0HGJZJBGZ,同济规划大厦地下停车场(出入口),[],交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505207,31.286234",[],交通设施服务,停车场,停车场出入口,121.505207,31.286234,"121.50079,31.288244",121.50079,31.288244,POINT (121.50079 31.288244),交通设施
B0HGZS27MR,莱克大厦地下停车场(出入口),阜新路与大连路交叉口北约60米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503805,31.273524",[],交通设施服务,停车场,停车场出入口,121.503805,31.273524,"121.499384,31.275535",121.499384,31.275535,POINT (121.499384 31.275535),交通设施
B0FFHFLQV6,停车场(上海信息技术大厦东南),江浦路地铁站1号口东南200米,交通设施服务;停车场;公共停车场,150904,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.520345,31.273925",[],交通设施服务,停车场,公共停车场,121.520345,31.273925,"121.515983,31.275985",121.515983,31.275985,POINT (121.515983 31.275985),交通设施
B0FFGCI6O1,停车场(国权路90弄小区东北),国权路与政仁路交叉口东北150米,交通设施服务;停车场;公共停车场,150904,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518752,31.289097",[],交通设施服务,停车场,公共停车场,121.518752,31.289097,"121.514383,31.291146",121.514383,31.291146,POINT (121.514383 31.291146),交通设施
B0FFG83VDG,停车场(抚顺路),抚顺路与鞍山路交叉口西南150米,交通设施服务;停车场;专用停车场,150905,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509335,31.277265",[],交通设施服务,停车场,专用停车场,121.509335,31.277265,"121.504933,31.279291",121.504933,31.279291,POINT (121.504933 31.279291),交通设施
B0FFHWT9QF,伊东苑地上停车场(出入口),许昌路1560弄,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512713,31.272271",[],交通设施服务,停车场,停车场出入口,121.512713,31.272271,"121.508324,31.274309",121.508324,31.274309,POINT (121.508324 31.274309),交通设施
B0FFHWT9FM,安顺苑地上停车场(出入口),鞍山路218弄,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510627,31.278360",[],交通设施服务,停车场,停车场出入口,121.510627,31.27836,"121.50623,31.28039",121.50623,31.28039,POINT (121.50623 31.28039),交通设施
B0FFHWT8HJ,彰武大楼地上停车场(出入口),彰武路72号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509719,31.280907",[],交通设施服务,停车场,停车场出入口,121.509719,31.280907,"121.505319,31.282933",121.505319,31.282933,POINT (121.505319 31.282933),交通设施
B0FFHWT89R,四季绿园地上停车场(出入口),国顺路119弄,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516155,31.290451",[],交通设施服务,停车场,停车场出入口,121.516155,31.290451,"121.511777,31.292492",121.511777,31.292492,POINT (121.511777 31.292492),交通设施
B0FFGFAT11,复旦书馨公寓停车场(出入口),国权后路19号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505018,31.289496",[],交通设施服务,停车场,停车场出入口,121.505018,31.289496,"121.5006,31.291504",121.5006,31.291504,POINT (121.5006 31.291504),交通设施
B0FFHWT9R3,汇丰苑地上停车场(出入口),国权后路25弄1-22号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504286,31.289800",[],交通设施服务,停车场,停车场出入口,121.504286,31.2898,"121.499865,31.291806",121.499865,31.291806,POINT (121.499865 31.291806),交通设施
B0FFHWT8YJ,通华大楼地上停车场(出入口),四平路1230号甲,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504705,31.278674",[],交通设施服务,停车场,停车场出入口,121.504705,31.278674,"121.500287,31.280686",121.500287,31.280686,POINT (121.500287 31.280686),交通设施
B0FFHWT7IU,鼎盛公寓地上停车场(出入口),中山北二路1021弄,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505806,31.286646",[],交通设施服务,停车场,停车场出入口,121.505806,31.286646,"121.501391,31.288658",121.501391,31.288658,POINT (121.501391 31.288658),交通设施
B0FFHWT7VR,鞍山五村小区停车场(出入口),四平路1020弄,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504578,31.277323",[],交通设施服务,停车场,停车场出入口,121.504578,31.277323,"121.500159,31.279335",121.500159,31.279335,POINT (121.500159 31.279335),交通设施
B0HGJZJ3R9,同济规划大厦停车场(出入口),[],交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505027,31.286823",[],交通设施服务,停车场,停车场出入口,121.505027,31.286823,"121.500609,31.288832",121.500609,31.288832,POINT (121.500609 31.288832),交通设施
B0FFHWT8LJ,公交新村社区停车场(出入口),四平路1230弄56号四平路1028弄1-40号阜新路169弄1-16号阜新路177-187号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506800,31.277203",[],交通设施服务,停车场,停车场出入口,121.5068,31.277203,"121.502389,31.279222",121.502389,31.279222,POINT (121.502389 31.279222),交通设施
B0FFFOQD19,恒联新天地花园停车场(出入口),江浦路2091号恒联新天地花园附近,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515792,31.282725",[],交通设施服务,停车场,停车场出入口,121.515792,31.282725,"121.511413,31.284768",121.511413,31.284768,POINT (121.511413 31.284768),交通设施
B0HRLKWXNM,停车场(国权路),国权路国顺路131弄小区西南侧约50米,交通设施服务;停车场;专用停车场,150905,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512174,31.290046",[],交通设施服务,停车场,专用停车场,121.512174,31.290046,"121.507782,31.292075",121.507782,31.292075,POINT (121.507782 31.292075),交通设施
B0FFHWT6AG,同济国康公寓地上停车场(出入口),中山北二路1121号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503638,31.287072",[],交通设施服务,停车场,停车场出入口,121.503638,31.287072,"121.499215,31.289077",121.499215,31.289077,POINT (121.499215 31.289077),交通设施
B0FFH10ZAR,上海开放大学停车场(出入口),政法路195号附近,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514445,31.293139",[],交通设施服务,停车场,停车场出入口,121.514445,31.293139,"121.51006,31.295174",121.51006,31.295174,POINT (121.51006 31.295174),交通设施
B0FFHWT671,凤城二村小区停车场(出入口),江浦路2017-1临附近,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518578,31.279234",[],交通设施服务,停车场,停车场出入口,121.518578,31.279234,"121.514209,31.281286",121.514209,31.281286,POINT (121.514209 31.281286),交通设施
B0HU652G6C,同博大厦机械停车场(出入口),政本路与国科路交叉口西约40米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514628,31.285974",[],交通设施服务,停车场,停车场出入口,121.514628,31.285974,"121.510245,31.288012",121.510245,31.288012,POINT (121.510245 31.288012),交通设施
B0HGRDNGB1,国中公寓南停车场(出入口),阜新路与大连路交叉口东约20米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503853,31.272967",[],交通设施服务,停车场,停车场出入口,121.503853,31.272967,"121.499432,31.274979",121.499432,31.274979,POINT (121.499432 31.274979),交通设施
B0HGRDMDUP,国中公寓北停车场(出入口),大连路与阜新路交叉口东南约100米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504682,31.272368",[],交通设施服务,停车场,停车场出入口,121.504682,31.272368,"121.500264,31.274382",121.500264,31.274382,POINT (121.500264 31.274382),交通设施
B0FFICFGSS,上海同济大学停车场(出入口),赤峰路66-1号附近,交通设施服务;停车场;公共停车场,150904,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.500308,31.280692",[],交通设施服务,停车场,公共停车场,121.500308,31.280692,"121.495874,31.28269",121.495874,31.28269,POINT (121.495874 31.28269),交通设施
B0HGRDMDUQ,国中公寓南停车场(出入口)(建设中),大连路与阜新路交叉口东南约100米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504532,31.272398",[],交通设施服务,停车场,停车场出入口,121.504532,31.272398,"121.500114,31.274412",121.500114,31.274412,POINT (121.500114 31.274412),交通设施
B00156NYDK,停车场(复华科技大楼东南),国权路507号513号,交通设施服务;停车场;专用停车场,150905,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504221,31.293244",[],交通设施服务,停车场,专用停车场,121.504221,31.293244,"121.4998,31.295248",121.4998,31.295248,POINT (121.4998 31.295248),交通设施
